ASV,Dry_F_1,Dry_F_2,Dry_F_3,Dry_F_4,Dry_F_5,Dry_N_1,Dry_N_2,Dry_N_3,Dry_N_4,Dry_N_5,Wet_F_1,Wet_F_2,Wet_F_3,Wet_F_4,Wet_F_5,Wet_N_1,Wet_N_2,Wet_N_3,Wet_N_4,Wet_N_5
ASV_0585,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,2,1,0,0
ASV_0586,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
ASV_0587,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0588,2,0,0,0,0,0,0,0,1,0,0,0,2,1,5,0,0,0,0,0
ASV_0589,6,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0
ASV_0590,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ASV_0591,0,6,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0592,2,0,0,0,1,3,1,2,0,0,0,0,1,1,0,0,0,0,0,0
ASV_0593,1,1,3,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV_0594,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
ASV_0595,0,0,0,1,0,0,0,0,0,0,0,7,0,2,0,0,1,0,0,0
ASV_0596,1,0,0,0,1,4,0,0,2,1,0,0,0,2,0,0,0,0,0,0
ASV_0597,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7
ASV_0598,1,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0599,2,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_0600,0,0,0,0,1,1,0,3,1,0,0,0,0,2,2,0,0,0,1,0
ASV_0601,6,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV_0602,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0603,1,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,3,0
ASV_0604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6
ASV_0605,0,2,3,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0
ASV_0606,0,1,3,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0
ASV_0607,0,0,2,0,0,0,0,3,0,2,0,0,0,0,3,0,0,0,0,1
ASV_0608,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0609,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0
ASV_0610,2,1,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ASV_0611,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
ASV_0612,0,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,0,0,0
ASV_0613,3,0,0,0,0,2,2,0,0,0,0,0,0,0,1,2,0,0,0,1
ASV_0614,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,6,0,0
ASV_0615,2,4,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_0616,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,4,0,0,0
ASV_0617,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,2
ASV_0618,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0619,0,0,4,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0620,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ASV_0621,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0
ASV_0622,0,0,2,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
ASV_0623,0,0,2,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
ASV_0624,0,0,2,0,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,1
ASV_0625,0,0,2,0,0,0,1,0,0,0,2,0,0,1,1,0,0,2,0,1
ASV_0626,3,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0
ASV_0627,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
ASV_0628,0,1,0,1,0,0,0,0,2,0,1,0,2,0,1,2,0,0,0,0
ASV_0629,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,5,0,0,1
ASV_0630,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,0,1
ASV_0631,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,3
ASV_0632,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,0,0,0
ASV_0633,1,0,0,1,0,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0
ASV_0634,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,2,0
ASV_0635,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,6
ASV_0636,0,1,0,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1
ASV_0637,0,1,0,0,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,1
ASV_0638,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,2
ASV_0639,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0
ASV_0640,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,7
ASV_0641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0
ASV_0642,2,1,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0
ASV_0643,1,0,1,0,1,0,2,0,1,1,0,0,1,0,0,0,0,1,0,1
ASV_0644,0,1,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
ASV_0645,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,5,0
ASV_0646,0,0,0,1,0,0,0,0,1,1,0,0,5,0,0,0,2,0,0,0
ASV_0647,2,0,1,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1
ASV_0648,0,0,1,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2
ASV_0649,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0
ASV_0650,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,5,0,0
ASV_0651,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,2,0,0,0,0
ASV_0652,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0
ASV_0653,1,0,0,2,0,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0
ASV_0654,6,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
ASV_0655,0,1,1,0,0,3,1,1,0,1,0,0,0,0,2,0,0,0,0,0
ASV_0656,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,3
ASV_0657,0,1,0,2,0,0,1,0,0,0,0,0,1,1,1,1,2,0,0,0
ASV_0658,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,5,0,1
ASV_0659,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,1,1
ASV_0660,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,1,0,0
ASV_0661,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,3,0,0
ASV_0662,0,0,5,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
ASV_0663,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV_0664,0,0,0,5,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
ASV_0665,0,1,0,0,0,0,1,0,0,0,4,0,1,1,0,0,2,0,0,0
ASV_0666,0,0,0,2,0,2,1,0,1,0,0,0,0,2,2,0,0,0,0,0
ASV_0667,0,3,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
ASV_0668,0,0,0,2,0,0,3,2,0,1,0,0,0,0,1,0,0,0,0,1
ASV_0669,1,0,0,1,2,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0
ASV_0670,0,0,0,1,0,0,1,0,0,0,0,3,0,0,2,0,0,1,0,2
ASV_0671,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0672,0,0,0,2,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0
ASV_0673,0,7,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
ASV_0674,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
ASV_0676,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,4
ASV_0677,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,5
ASV_0678,0,0,0,1,4,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0
ASV_0679,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
ASV_0680,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0681,0,0,0,3,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0
ASV_0682,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
ASV_0683,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0684,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,2,0,0
ASV_0685,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0
ASV_0686,0,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0687,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1
ASV_0688,1,1,2,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0
ASV_0689,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
ASV_0690,3,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
ASV_0691,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
ASV_0693,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
ASV_0694,1,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2
ASV_0695,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0
ASV_0696,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0
ASV_0697,1,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0,1,1,0
ASV_0698,0,0,1,2,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0
ASV_0699,0,0,0,1,1,2,0,0,0,2,0,0,1,1,0,1,0,0,0,0
ASV_0700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,0
ASV_0701,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2,0,3,0
ASV_0702,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0
ASV_0703,0,0,1,0,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0
ASV_0704,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1
ASV_0705,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5,0,0
ASV_0706,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,0,0
ASV_0707,0,0,0,1,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
ASV_0708,1,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ASV_0709,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,0,0
ASV_0710,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0
ASV_0711,0,1,0,0,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_0712,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0713,0,2,0,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
ASV_0714,2,0,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,0,0,0
ASV_0715,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0
ASV_0716,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,0,0,0
ASV_0717,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0
ASV_0718,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
ASV_0719,1,0,0,1,0,1,1,0,0,0,0,1,0,2,0,1,0,0,0,0
ASV_0720,0,0,1,1,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0
ASV_0721,0,2,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
ASV_0722,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV_0723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0
ASV_0724,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1
ASV_0725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0
ASV_0726,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV_0727,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0
ASV_0728,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0
ASV_0729,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0
ASV_0730,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
ASV_0731,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,1,0,0
ASV_0732,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4,0,0
ASV_0733,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1
ASV_0734,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,2,0,0,0
ASV_0735,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1
ASV_0736,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,1,1,0,0
ASV_0737,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,1,0,0
ASV_0738,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,2,0,0,0
ASV_0739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
ASV_0740,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_0741,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0
ASV_0742,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
ASV_0743,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_0744,1,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1
ASV_0745,0,0,0,0,1,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0
ASV_0746,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0
ASV_0747,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2
ASV_0748,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,1,0,1,0,0
ASV_0749,0,0,0,1,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0
ASV_0750,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0
ASV_0751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
ASV_0752,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,2,0,0,0
ASV_0753,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
ASV_0754,0,1,1,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
ASV_0755,0,0,0,0,0,1,0,1,0,0,2,0,3,0,0,0,0,1,0,0
ASV_0756,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ASV_0757,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
ASV_0758,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,0,0,0
ASV_0759,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0
ASV_0760,0,0,1,2,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0
ASV_0761,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,1,0,1,0,0
ASV_0762,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,2
ASV_0763,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0
ASV_0764,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,2,0,1
ASV_0765,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
ASV_0766,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
ASV_0767,0,0,0,0,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1
ASV_0768,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,0,2,0,0
ASV_0769,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,0
ASV_0770,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0
ASV_0771,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,3,0,0,0,0
ASV_0772,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,1,1
ASV_0773,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
ASV_0774,2,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
ASV_0775,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0
ASV_0776,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
ASV_0777,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV_0778,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0
ASV_0779,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
ASV_0780,0,3,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0781,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0
ASV_0782,2,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV_0783,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
ASV_0784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4
ASV_0785,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV_0786,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ASV_0787,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0
ASV_0788,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,1,0,0,0,0
ASV_0789,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0
ASV_0790,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0
ASV_0791,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ASV_0792,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
ASV_0793,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0
ASV_0794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0
ASV_0795,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,0,0
ASV_0796,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV_0797,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0798,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1
ASV_0799,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0
ASV_0800,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV_0801,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0802,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
ASV_0803,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,2
ASV_0804,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,1
ASV_0805,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0806,2,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0
ASV_0807,1,0,0,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0
ASV_0808,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0809,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0
ASV_0810,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0
ASV_0811,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1
ASV_0812,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ASV_0813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
ASV_0814,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0
ASV_0815,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0
ASV_0816,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1
ASV_0817,1,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0
ASV_0818,0,1,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0
ASV_0819,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0820,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_0821,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0822,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0823,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
ASV_0824,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ASV_0825,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
ASV_0826,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0
ASV_0827,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0
ASV_0828,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
ASV_0829,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0
ASV_0830,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
ASV_0831,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1
ASV_0832,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0833,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,1,0,0,0,0
ASV_0834,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_0835,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,2
ASV_0836,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ASV_0837,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
ASV_0838,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV_0839,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ASV_0840,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0
ASV_0841,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0
ASV_0842,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
ASV_0843,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1
ASV_0844,1,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ASV_0845,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
ASV_0846,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1
ASV_0847,0,1,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
ASV_0848,0,0,0,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0
ASV_0849,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0
ASV_0850,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,2,0,0,0
ASV_0851,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0
ASV_0852,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ASV_0853,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0
ASV_0854,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1
ASV_0855,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,1,0
ASV_0856,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0
ASV_0857,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3
ASV_0858,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0
ASV_0859,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0
ASV_0860,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0
ASV_0861,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0
ASV_0862,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
ASV_0863,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0
ASV_0864,0,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV_0865,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
ASV_0866,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0
ASV_0867,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,1
ASV_0868,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV_0869,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
ASV_0870,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,0
ASV_0871,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
ASV_0872,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0873,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0874,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0
ASV_0875,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0
ASV_0876,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4
ASV_0877,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
ASV_0878,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0
